row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,loc_lat,loc_long
842,4495 Summit Bridge Rd,,Middletown,DE,19709,(302) 449-9200,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,True,True,True,True,True,False,39.4705831,-75.7208783
843,5234 Summit Bridge Rd,,Middletown,DE,19709,(302) 378-7107,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,39.46519682649199,-75.72111936124404
844,755 Middletown Warwick Rd,,Middletown,DE,19709,(302) 378-9443,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,39.44114767346939,-75.74571020408163
845,675A N Dupont Blvd,,Milford,DE,19963,(302) 544-9159,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 10:00 PM,True,True,True,True,False,False,38.9316925,-75.4304435
846,939 N. Dupont Blvd,In Walmart,Milford,DE,19963,(302) 422-6309,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,True,True,False,False,False,N/A,N/A
847,200 E. Dupont Hwy,,Millsboro,DE,19966,(302) 934-7740,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,True,True,True,True,False,False,N/A,N/A
848,25938 John J. Williams Hwy,Bay Shore Plaza,Millsboro,DE,19966,(302) 945-8588,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,True,N/A,N/A
849,1001 N Dupont Hwy,,New Castle,DE,19720,(302) 328-0136,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,False,True,True,True,False,False,39.687677810030586,-75.58344203130682
850,194 N Dupont Highway,,New Castle,DE,19720,,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,False,False,False,39.677328780722156,-75.58988648004302
851,201 S Dupont Hwy,,New Castle,DE,19720,(302) 322-6565,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,39.654387170954884,-75.61634142737121
852,3031 New Castle Ave,Bowlerama,New Castle,DE,19720,(302) 655-3300,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
853,4004 N. Dupont Hwy,,New Castle,DE,19720,(302) 658-2222,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,Open 24 Hours,False,True,True,True,False,False,39.709862581632656,-75.56428247959184
854,905 E Basin Rd,In Lukoil,New Castle,DE,19720,(302) 328-2259,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,N/A,N/A
855,906 S. Dupont Highway(BP),,New Castle,DE,19720,(302) 834-7740,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,N/A,N/A
856,100 Four Seasons Pkwy,,Newark,DE,19702,(302) 533-7249,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
857,1002 S College Ave,,Newark,DE,19713,(302) 369-6447,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,False,True,True,True,False,39.6586671,-75.7515859
858,102 Louviers Dr,,Newark,DE,19711,(302) 738-6111,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 4:00 PM,False,False,True,True,False,False,39.71100730644822,-75.74293433409204
859,1142 Elkton Rd,,Newark,DE,19711,(302) 369-3582,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,False,True,True,True,False,False,39.6748586,-75.765446
860,132 Christiana Mall,Ste 1130,Newark,DE,19702,(302) 318-0072,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 6:00 PM,False,True,True,True,False,False,N/A,N/A
861,1400 Kirkwood Hwy,,Newark,DE,19711,(302) 273-0095,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
862,16-B Polly Drummond Hill Rd,,Newark,DE,19711,(302) 737-4200,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,N/A,N/A
863,2462 Pulaski Hwy,,Newark,DE,19702,(302) 292-0700,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,6:00 AM - 9:30 PM,True,True,True,True,False,False,N/A,N/A
864,30 Salem Church Rd,"Unit 30,Salem Village Square.",Newark,DE,19713,(302) 738-3320,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
865,4 Macintosh Plaza,,Newark,DE,19713,(302) 369-6933,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,N/A,N/A
866,4639 Ogletown Stanton Rd,,Newark,DE,19702,(302) 366-8690,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False,N/A,N/A
867,48 Geoffrey Dr,,Newark,DE,19713,(302) 737-1166,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,39.686331949999996,-75.65278534211143
868,51 E Main St,,Newark,DE,19711,(302) 738-6732,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,39.6830109,-75.7513098
869,1 Midway Shopping Ctr,,Rehoboth Beach,DE,19971,(302) 645-8744,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 12:00 AM,4:30 AM - 12:00 AM,4:30 AM - 11:00 PM,True,True,True,True,False,True,N/A,N/A
870,146 Rehoboth Ave,Unit #2,Rehoboth Beach,DE,19971,(302) 227-4262,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,True,N/A,N/A
871,500 Bridgeville Hwy,,Seaford,DE,19973,(302) 629-6767,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False,38.648682550000004,-75.60881537098729
872,150 Stadium St,,Smyrna,DE,19977,(302) 223-6081,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,39.28023497913595,-75.5894964989126
873,349 N. Dupont Blvd,,Smyrna,DE,19977,(302) 659-2892,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:30 AM - 9:00 PM,True,True,True,True,False,False,39.3066144845294,-75.60751947026212
874,1327 McKennans Church Rd,,Wilmington,DE,19808,(302) 999-9551,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,N/A,N/A
875,1702 Faulkland Rd,,Wilmington,DE,19805,(302) 999-8077,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:30 AM - 8:00 PM,6:00 AM - 7:00 PM,False,True,True,True,True,False,39.747708,-75.610244
876,1720 Naamans Rd,,Wilmington,DE,19810,(302) 529-0540,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,39.818496,-75.46285
877,1730 Marsh Rd,,Wilmington,DE,19810,(302) 478-6860,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,5:00 AM - 7:30 PM,6:00 AM - 7:30 PM,False,True,True,True,False,False,39.7430414,-75.5291556
878,1901 Pennsylvania Ave,,Wilmington,DE,19806,(302) 778-2168,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,39.7560535,-75.5679645
879,2706 Concord Pike,,Wilmington,DE,19803,(302) 478-0539,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,False,True,True,True,False,39.7968554,-75.54785320145626
880,3001 Lancaster Ave,,Wilmington,DE,19805,(302) 425-4020,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,39.75113,-75.584916
881,301 N Maryland Ave,,Wilmington,DE,19804,(302) 652-9328,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,39.7333028,-75.57747
882,3446 Naamans Rd,,Wilmington,DE,19810,(302) 513-9505,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,39.818496,-75.46285
883,3804 Kirkwood Hwy,,Wilmington,DE,19808,(302) 998-1600,6:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,39.732151169141034,-75.64238822596629
884,4557 New Linden Hill Rd,,Wilmington,DE,19808,(302) 456-1610,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,5:30 AM - 4:00 PM,False,True,True,True,False,False,N/A,N/A
885,4902 Kirkwood Hwy,,Wilmington,DE,19808,(302) 999-7997,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,39.7312433,-75.6439527
886,701 N Market St,,Wilmington,DE,19801,(302) 481-6225,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,39.742796,-75.549809
887,701 Philadelphia Pike,,Wilmington,DE,19809,(302) 762-6552,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False,39.77027835,-75.50202080724767
888,705 W Newport Pike,,Wilmington,DE,19804,(302) 740-5710,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,True,False,39.7153987,-75.6277913
889,16091 NW US Hwy 441,,Alachua,FL,32615,(386) 418-3800,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,N/A,N/A
890,653 E. Altamonte Dr,,Altamonte Springs,FL,32701,(407) 830-8100,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,True,True,False,False,28.664068760028258,-81.36938076081698
891,946 W State Road 436,,Altamonte Springs,FL,32714,(407) 834-3005,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,N/A,N/A
892,6190 N. US Highway 41,,Apollo Beach,FL,33572,(813) 812-6758,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,N/A,N/A
893,212 E Main St,,Apopka,FL,32703,(407) 884-9808,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,28.6729275,-81.5070995
894,1329 E Oak St,,Arcadia,FL,34266,(863) 491-1013,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,True,True,True,True,True,False,27.210659899552024,-81.84644714171431
895,2158 Mayport Rd,Suite 1,Atlantic Beach,FL,32233,(904) 246-0600,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,4:00 AM - 6:00 PM,True,True,True,True,False,False,N/A,N/A
896,719 Atlantic Blvd,,Atlantic Beach,FL,32233,(904) 241-6603,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,30.3248581,-81.40739
897,501 Magnolia Ave,,Auburndale,FL,33823,(863) 967-5500,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,True,28.058777,-81.789566
898,201 US Highway 27 N,,Avon Park,FL,33825,(863) 657-2465,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
899,1202 N Broadway Ave,,Bartow,FL,33830,(863) 533-3626,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,N/A,N/A
900,1400 S Main St,,Belle Glade,FL,33430,(772) 332-0499,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,26.667157008478885,-80.67054609049569
901,6011 SE Abshier Blvd,,Belleview,FL,34420,(352) 307-3409,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,N/A,N/A
902,3470 N Lecanto Hwy,,Beverly Hills,FL,34465,(352) 249-7729,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,True,28.9219943,-82.4658386
903,11405-C W Palmetto Park Rd,,Boca Raton,FL,33428,(561) 419-7996,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 6:00 PM,5:00 AM - 7:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False,N/A,N/A
904,1200 Yamato Rd,,Boca Raton,FL,33431,(561) 994-3888,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 4:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False,26.3933739,-80.1126404
905,1215 W Palmetto Park Rd,,Boca Raton,FL,33486,(561) 393-8566,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False,26.35082151336423,-80.11087455666276
906,1906 Clint Moore Rd,,Boca Raton,FL,33496,(561) 235-5088,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 4:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False,26.408033048128438,-80.12209429589755
907,1999 NW 2nd Ave,,Boca Raton,FL,33432,(561) 393-8222,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,26.368459,-80.09031
908,21200 Saint Andrews Blvd,Suite 21,Boca Raton,FL,33433,(561) 756-8503,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,True,False,N/A,N/A
909,3011 Yamato Rd,Suite A-5,Boca Raton,FL,33434,(954) 710-9633,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,True,False,N/A,N/A
910,347 Yamato Rd,,Boca Raton,FL,33487,(561) 982-9693,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False,26.3953336,-80.0781342
911,6919 SW 18th St,,Boca Raton,FL,33433,(561) 826-8059,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False,26.3324462,-80.1517269
912,777 S Federal Hwy,,Boca Raton,FL,33432,(561) 361-4009,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,6:00 AM - 2:00 PM,False,True,True,True,False,False,26.3506136,-80.086465
913,8221 Glades Rd,,Boca Raton,FL,33434,(561) 470-5855,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,True,False,26.3682691,-80.1740354
914,9060 Kimberly Blvd,Ste 46-47,Boca Raton,FL,33434,(561) 409-2321,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,True,False,N/A,N/A
915,9774 Glades Rd,Ste A11,Boca Raton,FL,33434,(561) 451-1338,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 5:00 PM,False,True,True,True,False,False,N/A,N/A
916,9874 Yamato Rd,,Boca Raton,FL,33434,(561) 961-5476,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,True,False,26.394215,-80.1568921
917,11671 Bonita Beach Rd SE,,Bonita Springs,FL,34135,,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,26.33140689484889,-81.75960141421767
918,28155 S Tamiami Trl,,Bonita Springs,FL,34134,(239) 949-7030,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,26.324708497062154,-81.80568024713891
919,10114 S Military Trl,,Boynton Beach,FL,33436,(561) 732-0901,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,True,False,N/A,N/A
920,1020 Gateway Blvd,Ste 101,Boynton Beach,FL,33426,(561) 345-2332,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,False,True,True,True,False,False,N/A,N/A
921,12080 S Jog Rd,,Boynton Beach,FL,33437,(561) 509-0168,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,5:30 AM - 6:00 PM,5:30 AM - 5:00 PM,6:00 AM - 5:00 PM,False,True,True,True,True,False,N/A,N/A
922,12343 Hagen Ranch Rd,,Boynton Beach,FL,33437,(561) 413-5010,5:30 AM - 5:00 PM,5:30 AM - 5:00 PM,5:30 AM - 5:00 PM,5:30 AM - 5:00 PM,5:30 AM - 5:00 PM,5:30 AM - 5:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False,N/A,N/A
923,12658 S Military Trail,,Boynton Beach,FL,33436,(561) 563-8559,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,N/A,N/A
924,1317 S Federal Hwy,,Boynton Beach,FL,33435,(561) 732-0088,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,True,26.5265267,-80.0580076
